x,y,gene,cell
20.691994918894466,2.2665046322421403,Gene 49,2
20.39280851674051,7.2636497055456495,Gene 49,2
24.08591024416869,8.986103535939819,Gene 49,2
29.934352057918765,8.516392677190646,Gene 49,2
28.917545282677974,8.150072009175444,Gene 49,2
32.249578410158556,4.576490087173487,Gene 49,2
20.35477458959286,7.803997317241307,Gene 49,2
39.7699526495844,5.25408168050955,Gene 16,3
41.61565302578341,7.4837301626835515,Gene 16,3
40.35435639585326,2.1546128906943576,Gene 17,3
40.73678496184903,16.89801401094897,Gene 21,3
37.630741288938204,13.819487903549753,Gene 24,3
39.86996519272644,14.473046899605766,Gene 24,3
38.008397842587414,15.775608190042691,Gene 28,3
41.87187910376553,12.916499508514745,Gene 31,3
41.97402677591899,5.576820795203288,Gene 42,3
37.74476608842764,10.519113645404579,Gene 44,3
42.80019251429945,8.314837893581318,Gene 44,3
41.1180740071154,11.970521380277086,Gene 44,3
42.270312486295964,4.883882627826631,Gene 44,3
38.68921439180999,10.298200487706973,Gene 45,3
38.28902522507374,2.4465205484949912,Gene 45,3
41.99662624397402,5.208652219705387,Gene 45,3
38.1187472742339,3.9121035218859115,Gene 46,3
36.576861666796574,6.266210798069247,Gene 46,3
37.16594707642409,9.037432558127831,Gene 46,3
38.38756988403974,15.787129619419716,Gene 46,3
38.31633139162561,12.589479310277948,Gene 46,3
41.00150884384845,8.366970427848647,Gene 46,3
42.7850764125391,12.539940792036827,Gene 47,3
43.51947655458788,10.513603410594866,Gene 47,3
36.31440904239752,6.733548653214337,Gene 47,3
41.663380373048305,8.303432159042382,Gene 47,3
37.64437907827406,14.586004884256507,Gene 47,3
40.4035262357441,15.102332693747698,Gene 47,3
42.4269210002531,8.831329731109644,Gene 47,3
40.45313674644612,3.4484301640007073,Gene 47,3
37.11618664711172,13.35164484845044,Gene 47,3
38.9033419693109,4.4069748931619035,Gene 47,3
41.51812284285562,13.76396276261716,Gene 47,3
41.07945389261392,12.725290331377934,Gene 47,3
39.18428120090299,12.198889948450415,Gene 47,3
42.890583557176,10.881524278503337,Gene 48,3
38.856263392040155,1.4354935312530248,Gene 48,3
37.64140172218649,12.091533758623976,Gene 48,3
39.735884321900556,5.9485550936459015,Gene 48,3
40.69670464856667,11.399243379072436,Gene 48,3
40.21125764344011,4.367553880080267,Gene 48,3
39.0353219300765,5.010769353638741,Gene 48,3
37.39834625956903,14.17823740139761,Gene 48,3
37.93029397697087,15.119648429946562,Gene 48,3
39.643707901234954,7.715986074388217,Gene 48,3
39.600251242784424,11.524815336333129,Gene 48,3
40.6153945561578,16.466738226679144,Gene 48,3
41.84641235356038,8.826358287568594,Gene 49,3
37.70812177847578,4.374664675524793,Gene 49,3
36.77808783765445,13.401234510978785,Gene 49,3
42.984192566509904,13.391704551402015,Gene 49,3
38.1419968892231,13.580643191880085,Gene 49,3
39.45301233454901,12.290069055842972,Gene 49,3
37.26480766271789,6.614970862842327,Gene 49,3
40.01676615337623,6.097598465675537,Gene 49,3
37.05569966083491,5.33518187830281,Gene 49,3
43.25352551266074,8.593361863474069,Gene 49,3
38.25227753877456,3.6469093341181633,Gene 49,3
39.75928433432932,11.604734389418095,Gene 49,3
43.32662782640001,6.310403621773033,Gene 49,3
50.23623537652635,-3.3339351323333997,Gene 8,4
49.89850131672518,18.933240948931463,Gene 24,4
49.60821915840552,1.323688525925923,Gene 24,4
49.92912495049892,-6.163528335745443,Gene 24,4
50.32039665131759,5.660850838574418,Gene 24,4
50.23716752866636,10.552187244497388,Gene 42,4
50.01063663636861,-4.900407755576303,Gene 44,4
50.34944681495459,12.254986338080561,Gene 44,4
49.865770554461875,0.29567917029665924,Gene 44,4
49.90780843906523,-4.1403489053153315,Gene 45,4
49.755440256174474,-3.5868091082959523,Gene 45,4
50.037077060094994,2.6141649206321467,Gene 46,4
49.966106212728434,-4.6226869155313715,Gene 46,4
49.805613966142616,1.3097880042912111,Gene 46,4
50.350891932280376,13.177965432993798,Gene 46,4
49.88220640430847,10.37352883574287,Gene 47,4
50.270322057036985,9.805761619567974,Gene 47,4
50.28342089914542,4.070828534482416,Gene 47,4
50.0687318118811,13.752358910014653,Gene 47,4
50.38619633845139,9.59201382448744,Gene 47,4
49.490923994540736,11.182743724383833,Gene 47,4
50.4837791723763,1.1439332311343344,Gene 47,4
50.060425960834685,12.651949646671904,Gene 47,4
49.63033167172585,-1.7481116794207674,Gene 47,4
50.21287681823727,-1.4046653241965323,Gene 47,4
50.10904812240854,2.11957590206017,Gene 48,4
50.20735516791689,9.48704920637438,Gene 48,4
50.33376048817856,12.923147032871626,Gene 48,4
49.998448655702035,17.901424914263337,Gene 48,4
50.00792086724032,14.959311309051618,Gene 48,4
50.232496733512285,4.296463830486841,Gene 48,4
49.60694616246194,9.540962894391816,Gene 48,4
49.61901931155228,0.6356410480828769,Gene 48,4
49.64363587602997,1.3241566656730202,Gene 49,4
49.70606906168567,0.6839359549412389,Gene 49,4
50.22662718419656,12.782720075131593,Gene 49,4
50.25159770104069,17.292877392312157,Gene 49,4
50.16015821326105,2.6139032237852287,Gene 49,4
50.35768975195473,0.3924199902254717,Gene 49,4
50.48149303383075,5.222415404479713,Gene 49,4
49.97257027640433,10.104386304753234,Gene 49,4
49.48126820610214,4.164052668066779,Gene 49,4
59.264941319342746,2.2893435377052747,Gene 8,5
56.42398088760018,-2.4396932176623425,Gene 9,5
55.870585860427305,0.8882117166131098,Gene 16,5
52.54730054016108,3.0640413937399047,Gene 21,5
58.997067462966804,2.8334668283021323,Gene 24,5
56.03953925080526,2.337596458792003,Gene 28,5
54.33450338887406,7.277763342535421,Gene 44,5
56.803001101179596,10.767168874413496,Gene 44,5
55.772511672294875,-1.5573538217417884,Gene 44,5
59.367704619131686,10.63198838088993,Gene 44,5
61.302120626550746,2.6642139394151867,Gene 44,5
58.74904991248387,4.405250494784022,Gene 44,5
52.78044912392063,4.272720888081899,Gene 45,5
59.60360399853422,0.6694528662570645,Gene 45,5
59.57944313777632,7.126822915621969,Gene 45,5
60.49019064967508,3.6407622581370687,Gene 45,5
56.97204912668626,7.486948797892972,Gene 45,5
58.71128445913345,-1.2738458549561935,Gene 45,5
59.106375586459635,0.04096303712763216,Gene 45,5
56.41570010029926,8.621129505883879,Gene 46,5
59.814122443609754,8.582163377031623,Gene 46,5
56.722455363602805,6.567998277400906,Gene 46,5
59.46373229272837,6.465373167559575,Gene 46,5
59.134762381486084,-1.447161323908304,Gene 46,5
54.19163170898081,5.09632636236741,Gene 46,5
55.656460162265304,-0.42311655380733804,Gene 47,5
55.2846093230928,1.2713931775040228,Gene 47,5
55.25138735617173,11.213602061305464,Gene 47,5
56.581781934061915,11.75246400356529,Gene 47,5
54.49737378252809,0.2007208714063795,Gene 48,5
58.58298888376466,-2.1160561146886705,Gene 48,5
60.053748358428365,0.1428754283115765,Gene 48,5
56.46833470631795,9.728170691461568,Gene 48,5
54.84526889868563,7.033535136379641,Gene 48,5
56.62870182309119,8.867082577617225,Gene 48,5
53.671892892694764,2.341728296163233,Gene 48,5
59.75281259188965,0.8599039599449436,Gene 48,5
56.113040785067334,10.671121517152898,Gene 48,5
56.22357340939552,0.683607837763546,Gene 48,5
58.49647926063496,4.602926204449151,Gene 48,5
56.411649556401535,6.007543692380473,Gene 48,5
54.525371024658604,9.540472076845862,Gene 48,5
59.87209102780942,7.378598228190636,Gene 49,5
56.34054789388916,1.4827726925635232,Gene 49,5
59.99202191655522,9.633481411284949,Gene 49,5
55.174862139699826,9.007452053560431,Gene 49,5
56.964600877202926,-0.428512549206844,Gene 49,5
59.27685460929491,6.735212955977396,Gene 49,5
58.3753715159408,3.46605341439402,Gene 49,5
58.28204126258204,-0.2443969225407443,Gene 49,5
57.2289108164465,8.489590455249651,Gene 49,5
57.7989097967791,1.116781297786206,Gene 49,5
67.2031592491458,14.151368120544578,Gene 9,6
70.83158255400565,7.7261743950279005,Gene 15,6
70.59037737623751,8.571963645746154,Gene 17,6
67.56281182036393,11.168900425192778,Gene 21,6
67.45001353026043,14.040971278993956,Gene 24,6
70.26534408932217,13.864296287800265,Gene 24,6
68.64349188258996,7.2623699588873905,Gene 28,6
69.04005158243993,8.241342515036939,Gene 44,6
67.75967496415173,7.326163121171801,Gene 44,6
67.98189199839368,7.4843585128429035,Gene 44,6
71.5614817699786,6.29173819618102,Gene 44,6
70.6204439881135,13.398669316238777,Gene 44,6
70.1886934168056,16.531663711455316,Gene 44,6
70.75509288482783,9.334878246923255,Gene 44,6
70.69099086074004,9.441355441906934,Gene 44,6
71.92306312541177,10.56998800609854,Gene 45,6
69.56874394466809,20.533741518805236,Gene 45,6
68.85470478281381,7.98205553617072,Gene 45,6
71.54681376199149,13.937946716117587,Gene 45,6
69.0263914776527,4.725484766615595,Gene 45,6
69.82828887204562,15.759069018347994,Gene 45,6
68.65870545986107,18.840627248201987,Gene 45,6
69.16303184691138,21.19848468970654,Gene 46,6
70.88241669618911,4.645499716062969,Gene 46,6
68.04345755234368,8.977857669584573,Gene 46,6
72.18641909789886,15.36639690510584,Gene 46,6
69.973529511443,19.409419141456056,Gene 46,6
67.64273932346822,10.086692187962145,Gene 46,6
71.56596652271426,5.088043971693764,Gene 47,6
67.43800600417055,13.829623804064445,Gene 47,6
71.31123534543119,15.753163012959334,Gene 47,6
68.45580270183468,15.490123740531853,Gene 47,6
68.57810116589164,7.600522856826212,Gene 47,6
68.00549926380873,19.01019861802836,Gene 47,6
71.68085650367088,13.441456053379104,Gene 47,6
68.84942093109485,5.649570484476357,Gene 47,6
69.29035859698328,18.58028497645334,Gene 47,6
69.87551091806134,16.396870621227993,Gene 47,6
71.04209566285957,6.936678253712405,Gene 47,6
69.17803886816084,7.574934914769827,Gene 47,6
68.41881158724475,19.531605651227405,Gene 47,6
69.9125900966846,18.77168800687337,Gene 47,6
68.76269421471115,9.740903969797422,Gene 47,6
70.60629993362824,5.653236967421454,Gene 47,6
69.21037179657513,12.996369179512115,Gene 47,6
68.27598805505214,13.549906590849313,Gene 47,6
70.7772333466343,7.698352224898101,Gene 48,6
71.37033755876004,7.7132341158764595,Gene 48,6
68.74056683458942,16.73251410334666,Gene 48,6
71.2445668235389,16.042688548378155,Gene 48,6
69.64421948388069,21.663102061907644,Gene 48,6
71.88719457562286,15.694020149674477,Gene 48,6
71.2087644052589,6.302482956247142,Gene 49,6
66.984129089843,10.317363993967682,Gene 49,6
68.02897512084456,17.84350229956488,Gene 49,6
70.72464616272667,16.162221972553297,Gene 49,6
67.61506963398494,14.920429805902245,Gene 49,6
75.87597363221283,13.488631886188134,Gene 8,7
76.47198913584617,18.135840703225682,Gene 8,7
76.05337079570013,8.910843242597503,Gene 9,7
77.84951841378441,12.627834176743768,Gene 9,7
77.91088599848577,5.169276283363282,Gene 15,7
77.95999308728719,8.805718929926186,Gene 15,7
78.48510796391336,7.652167348667961,Gene 17,7
75.91132347770072,16.636719109576305,Gene 17,7
77.76399909114946,4.01488735754778,Gene 24,7
77.5349601111921,4.571737609133181,Gene 24,7
77.6172276119507,16.67809508878712,Gene 24,7
77.80559886671399,10.415785674091717,Gene 31,7
76.10361108105648,6.141537398590546,Gene 40,7
76.68610747080012,16.57825800511266,Gene 40,7
75.67678313291154,8.836901224329564,Gene 42,7
77.66506781837377,11.940232342517099,Gene 44,7
78.34839253859498,4.747236257109373,Gene 44,7
76.73856409671944,18.706667075470666,Gene 44,7
77.72977475666967,16.681093546299216,Gene 44,7
77.0949119056036,18.866434441313313,Gene 44,7
76.15177735391677,16.87180311218995,Gene 44,7
76.36729314860628,3.1425408630345526,Gene 44,7
77.55269759297794,17.467695079172465,Gene 45,7
76.4658003918971,3.5258472657345763,Gene 45,7
77.01112627597688,3.6847997495026714,Gene 45,7
75.88283915130107,13.981567240990238,Gene 45,7
75.48634726877825,12.283431201760088,Gene 45,7
76.87771566818057,7.006305863562462,Gene 45,7
78.41240511901904,13.757803044723053,Gene 45,7
77.51607173820562,13.727992075584245,Gene 46,7
77.7259143279128,4.4814830857137915,Gene 46,7
76.54747053627275,3.296228986468641,Gene 46,7
77.6379863540486,4.255642399570708,Gene 47,7
77.40393865015865,10.387280583295722,Gene 47,7
77.1496399114736,21.044003694161347,Gene 47,7
77.6985684321418,16.144411144326796,Gene 47,7
77.61351322943594,8.366459995385298,Gene 47,7
76.3084947154265,19.57572006415581,Gene 47,7
78.36640761517536,13.833342013307512,Gene 47,7
76.46736309579745,10.70150715650609,Gene 47,7
78.30979641365704,8.89583432140006,Gene 47,7
76.74757813536804,5.897810010937165,Gene 47,7
77.5114666951911,15.999820762523303,Gene 47,7
77.01014886410549,5.175056719527604,Gene 47,7
77.42089927895093,6.709963474956018,Gene 47,7
76.43446019746133,4.0964747467594425,Gene 47,7
78.41621417529288,11.848299926213889,Gene 48,7
76.41580460437436,16.750081450060648,Gene 48,7
75.857359745398,6.364403654945109,Gene 48,7
75.92766469652662,4.997096296585233,Gene 48,7
75.97078281313487,14.400951392208801,Gene 48,7
77.35342309141129,19.078409653190427,Gene 48,7
75.9327340062789,6.316461173028617,Gene 48,7
77.2630288395254,4.759109183383205,Gene 48,7
76.37138565238816,4.036971116670377,Gene 48,7
78.09930856165472,5.13857282290773,Gene 48,7
76.47031914113475,4.8164868581238185,Gene 49,7
76.87013217519153,19.38651248733062,Gene 49,7
76.84356817138617,17.00002265948773,Gene 49,7
75.86354793514082,14.373878097004466,Gene 49,7
78.24441167602147,6.8489486435904805,Gene 49,7
76.3331475948665,15.650534911682728,Gene 49,7
77.81349596786306,14.37227874687768,Gene 49,7
78.29151916292832,14.111101869611135,Gene 49,7
77.67402807768232,17.756616298563166,Gene 49,7
77.41035918824676,1.2943363186189316,Gene 49,7
88.42540771907672,4.665840390564564,Gene 15,8
89.74529134656396,2.303114685132403,Gene 17,8
88.53387092386059,3.2645175318896698,Gene 24,8
89.3477927093183,7.524935811576012,Gene 24,8
88.53029915122055,4.9030695961451505,Gene 28,8
88.83364371569664,13.888778737184243,Gene 40,8
88.5045565287247,4.7491160637935455,Gene 44,8
89.8299776358458,2.436692951704245,Gene 44,8
88.49867175419412,7.047222490108444,Gene 45,8
89.64439313784112,10.785474281286183,Gene 45,8
89.75552123041602,13.247187350768126,Gene 45,8
88.90561353019689,15.064185927396949,Gene 45,8
89.53702392526795,2.252836424491189,Gene 46,8
88.4848658083795,8.2400819152416,Gene 46,8
89.61646124885591,4.5253351143395815,Gene 46,8
88.51935097144626,8.636416746448408,Gene 46,8
88.85627026136702,17.247936456661648,Gene 47,8
89.39125424256757,4.400246072075985,Gene 47,8
88.73312655563765,5.442512577929579,Gene 47,8
89.14880879167087,0.8815615223606743,Gene 47,8
89.01813555416287,-0.40919064852003295,Gene 47,8
89.23122267272421,15.92838897447053,Gene 47,8
89.7460480878641,4.851802790832421,Gene 47,8
89.46484336838556,17.130515938566987,Gene 47,8
89.85237742654132,2.061751710435032,Gene 48,8
89.10674459284407,10.016145717662836,Gene 48,8
89.96208749098084,10.949339183256157,Gene 48,8
88.88142794257548,4.672963755814326,Gene 48,8
89.31371814361913,-0.17531268249890708,Gene 48,8
89.14643971165478,15.032467081978957,Gene 48,8
89.73005373777224,8.033621841391968,Gene 48,8
89.99879912064839,3.56812855979954,Gene 48,8
89.2460755348361,-0.5639682777204751,Gene 49,8
90.05990125046903,5.4161295623270735,Gene 49,8
89.02964340098106,16.54411935101058,Gene 49,8
89.70123642023867,11.67362019565086,Gene 49,8
90.11583562122775,8.473792769560193,Gene 49,8
88.5941574106426,10.69091535811286,Gene 49,8
89.15240438611288,-2.337405298104379,Gene 49,8
88.95120614743149,11.218378344168086,Gene 49,8
89.52270816069381,8.65433646889065,Gene 49,8
96.51533071928716,11.294290096481276,Gene 8,9
97.03295961928981,14.426571581937566,Gene 24,9
97.01477062172809,12.12705529320988,Gene 24,9
96.80700401730688,0.29075753270226734,Gene 24,9
96.54775929203221,-1.5035843719516073,Gene 24,9
96.0332316514185,2.2781576934766035,Gene 24,9
96.96894297081629,0.5644622580902752,Gene 44,9
97.22217555282982,7.1674738096622015,Gene 44,9
96.51130001145023,1.7103633813068555,Gene 45,9
96.2592030312083,6.564981656968872,Gene 45,9
96.2051806841324,8.619402355701078,Gene 45,9
96.28854794987929,2.568021493077876,Gene 46,9
97.12230990939099,2.5632026098467975,Gene 46,9
96.12731561573874,3.2494456673411714,Gene 46,9
96.70954880755559,6.701416239966553,Gene 46,9
97.38958556765463,11.57930345855857,Gene 46,9
97.19137678457926,14.88392220477835,Gene 46,9
96.4135700325286,12.140875121115533,Gene 46,9
96.19459201937579,7.4929478003761085,Gene 47,9
96.53711647773603,4.207348232726657,Gene 47,9
96.68192682819084,11.634069934104058,Gene 47,9
97.17323732395401,3.1375466669516507,Gene 47,9
97.3393108055936,6.7359904188619,Gene 47,9
95.92029639876085,8.856031788025955,Gene 47,9
97.0738626798857,16.868846725118416,Gene 47,9
96.64835746540932,-1.4082654894978166,Gene 47,9
95.93982584377164,8.657235599668185,Gene 48,9
96.53886282850942,18.11588135585864,Gene 48,9
96.4756238821118,-1.336056502568173,Gene 48,9
96.88790729132751,17.35658822373607,Gene 48,9
96.03624147343471,3.367526409119634,Gene 48,9
96.54869252939592,16.032933363461684,Gene 48,9
96.58142471212665,18.544394336329646,Gene 48,9
97.32794832424959,5.183251956007486,Gene 49,9
96.92869788929383,11.64917321145281,Gene 49,9
97.17609208910427,10.708405496556178,Gene 49,9
97.07450735036196,14.184560366453148,Gene 49,9
96.78547119818884,12.369298362942601,Gene 49,9
96.92794015389168,17.179300548725514,Gene 49,9
97.23538291188787,13.661201220495023,Gene 49,9
96.91764807535952,12.624181398369949,Gene 49,9
110.68569166211218,13.261160606836146,Gene 9,10
107.08598181004272,10.301586914254218,Gene 17,10
111.05248260141076,6.104957439430633,Gene 17,10
107.4774677132156,6.353887729967456,Gene 24,10
109.91713527307012,10.898324163958508,Gene 24,10
111.0351420201682,15.708807308633347,Gene 24,10
108.79380622853802,15.258253675641475,Gene 24,10
112.23900072662833,8.380741254174973,Gene 26,10
112.80928975816315,7.003263991975618,Gene 44,10
111.75236909690882,12.741594669144675,Gene 44,10
110.44032091838326,15.120840058683497,Gene 44,10
111.91282384262082,6.192735915410372,Gene 44,10
111.00914725071685,6.616102282401663,Gene 44,10
110.15659455806954,16.152302613330015,Gene 44,10
108.467793203473,15.247602852698654,Gene 44,10
111.34255948974304,4.883919398459513,Gene 44,10
108.41724442343474,5.0379895685859655,Gene 45,10
113.56783291786604,8.429521699465795,Gene 45,10
113.77667426716765,6.570911370209071,Gene 45,10
112.22146916220048,10.522063772512793,Gene 46,10
110.43401656384137,11.475864097706374,Gene 46,10
113.37643249876757,8.184047111095257,Gene 46,10
111.2694582826878,14.349121606067445,Gene 46,10
107.29090931095014,8.567996712605364,Gene 46,10
106.58320834802994,7.714449962418071,Gene 47,10
108.32570633310799,4.320037498144039,Gene 47,10
107.58903627110371,12.392838788677578,Gene 47,10
108.38808353142467,16.259528011238416,Gene 47,10
109.9256224282569,16.692205980426316,Gene 47,10
107.28480503337087,5.012503768948246,Gene 47,10
107.25327277867105,14.30945678892907,Gene 47,10
110.81625965325605,1.973059555403328,Gene 47,10
113.25064960651665,5.031086805007669,Gene 47,10
107.31882209125125,7.06819306207561,Gene 47,10
108.58650454268833,15.37503540029498,Gene 47,10
112.11193545210202,7.529125243034304,Gene 47,10
113.1586390197736,10.761011925273799,Gene 48,10
107.70986570394818,12.47663209493414,Gene 48,10
108.02146890676798,10.311632144370648,Gene 48,10
113.30522968615854,13.503427058474731,Gene 48,10
110.59700801345312,11.342031116872688,Gene 48,10
109.76714176245298,5.05928706145422,Gene 49,10
110.73451770625319,5.023653973824601,Gene 49,10
112.83359029064152,10.554517929458102,Gene 49,10
111.73792201088123,4.647367766309745,Gene 49,10
109.38003846600525,15.295345484455819,Gene 49,10
108.99911333171326,14.998411205081212,Gene 49,10
108.51367397046583,5.813053900784199,Gene 49,10
109.31041700638966,15.001916947273044,Gene 49,10
108.91309528199476,5.615026493853153,Gene 49,10
110.00810293255773,14.478432352379489,Gene 49,10
107.48386536415038,13.135863248841499,Gene 49,10
107.35661057464019,8.576160544143347,Gene 49,10
107.21944484672952,6.602896978284624,Gene 49,10
107.50277938560957,9.840417578521059,Gene 49,10
122.60399668528936,10.395341856449306,Gene 9,11
122.56607028461298,2.856742963824253,Gene 21,11
122.64751863709256,5.3674936592633085,Gene 24,11
122.5506885628878,7.602728695614065,Gene 24,11
122.62941188009067,2.684395566814616,Gene 28,11
122.53147181535624,7.504912395690464,Gene 42,11
122.54174540970523,4.109152853976326,Gene 43,11
122.55679768673387,13.61392344228464,Gene 44,11
122.6520362688123,17.467229560161176,Gene 44,11
122.62895845770298,5.491631155375001,Gene 44,11
122.53056438888576,16.848490752378055,Gene 44,11
122.65230782117027,12.726375530388264,Gene 44,11
